txhash,dttimestamp,from,gasprice_gwei,status,to,value
0029b94e21c46bc9b51c00d50798299e744161d7091698c7ce2472121e296fe9,05/04/21 05:57,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
002d4bf6b3d9427f1c747464f31c13a2dca1ff3776f75feee0115e46c5e0ff76,05/04/21 02:58,69d3e314b26072c38c55aad5d169e42ec50a144a,91,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,5.75
002f48706d691b1f68dbe1e214b5d47baa15c68532779383a0dea55601f3ed9d,04/04/21 03:32,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
00367058cd1a89e499ad6360e4e6b9cd24423433d5b827c8550c46a0bf3e1cc7,04/04/21 18:13,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
00382845118a18273e55bc930c66e32722e906cb2328e65fdefe98394592237f,05/04/21 21:50,6893593c695d23f002f9278fa75ae1367ce78d96,365,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
0041049eb7a63e6ac15f4fc8518724ef7a90e02e10d865dca9ccb35b49d20b89,05/04/21 22:54,e9e254f70f6b40c3efde01cc6cb132f86ef2fb2b,0,0,cd3c09ddb9e3b3cf89f036dd604107054031bd70,0
00479aae63eee82d10ef744dbf29d214f48a9d4bde12dc790c78c7dbc46b57cc,04/04/21 08:43,47846b7d8ee092885ad1ab90c592052286e465d1,112.000001459,0,d9e1ce17f2641f24ae83637ab66a2cca9c378b9f,3
0049185dee5be76727a8d6f72a701c14e9fd1ad0f3568ab9c697cf8228d44d88,05/04/21 13:40,dfab977372a039e78839687b8c359465f0f17532,128,0,d9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0
004b09fade775dcbd512522f8e8f83f963408c7be7a2e2d0b9d3b0f6bd7d9f92,05/04/21 12:48,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,0,0,86a53c9e32abd3677e38bd0b390f24dd080e6426,0
004d6df9c51d424f7dca3e23131cbacf89853791126d2750dd35ff43dd760269,03/04/21 17:10,e595397b0ac4bfb76d9399111bc579c04a243334,157,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,4.10625217436833
00583222fa89b52eb15b0dfe5c378c5153a65e9143ebf7c9063788d67897713e,05/04/21 06:06,910f73b2ced77f1b86ccc94dae934e378fba02a5,125,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,59
00625b5c7896ac34dec794a9bb797684d65d455e59178bb8d97d60b6da2a4883,05/04/21 19:07,c507ad80e55d6601f8bae8b3456a71979171fc0f,154,0,11111112542d85b3ef69ae05771c2dccff4faa26,0
00643b591a6dea3f16530d800660e2c9729fff5391bd7c5d10ff6751fd0dc6db,03/04/21 17:12,e9e254f70f6b40c3efde01cc6cb132f86ef2fb2b,0,0,cd3c09ddb9e3b3cf89f036dd604107054031bd70,0
006536e765ffcf6ff97d1b68a2691c17f97a73dcf690f78091af0fb06cddb84f,04/04/21 09:33,b76c5cc34f3201e2a0ee70b624ede2f7cba6d777,123.2,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
006e0277a9fd416e098f0ae09b8eb5193a7bec33b3cfe13b2468ae8b24bb2b63,06/04/21 04:53,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.0813241956721683
006ecfb5393e5cfd80185e151f06b07523f81cc06c228d2c57609066d6cc96f6,05/04/21 09:25,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
006f8a4ef62087b8b7d08cc10090931608a1c15d58d157beb49cc41d28751fd2,06/04/21 05:04,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
0076eb8db15b23ab3eabcf5ad874f93f2587e1f3e62ff4c1aec7d3db6a57206b,04/04/21 08:29,ac11b68d417677b67cac69b4797d325651895e3d,113,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,9.604
007977c6134239864c848117f63b776f5760050811f68640a8476fd4540b75eb,05/04/21 15:36,be23cbb62064b8b1550ae5ada59c39d45b1e2081,250,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,12
007dbd3cd1976a1d0d5b611ee0e22df5731af2f3e50351d38f29c6f049e2c802,04/04/21 12:05,139b5c30c9485e5135aaf7c7b4cffa9773e74312,90,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,2.7
007f25d147269b3ef983b4405e1205b752e2c19aa3d9f6c38b821f3e6be24a70,05/04/21 03:51,fc23b61db3a1dce083e82da5a2ccfd91a2211f7c,0,0,a57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0
0082ed6a647614f1866d59da17e3f56db9891afd2a68682ae7d939bff219585c,05/04/21 12:31,fc9bd4c82470c37958a654a37199bb0422e1920e,0,0,3f95a428224ace0341237eaf8937dd995becf370,30.6185187714912
008921419409b048a342420d73fefda09a76163ca2fd4cd94fad50c2f81af916,04/04/21 15:32,46eaadc8f2199463db26d1797131900575f0d264,1,0,3c653f8fed7b0f51c1cadf46e7c798b476ca8d3a,0
008ea706ad55278cf8e04a2949eb56dd659b8ab7adf7a6055bb210131b7c6544,06/04/21 02:52,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
009afbe5e499c01e64f30cc1ddb4b17de6b7efc6eb2b1f7d99d980f5dc1fa09f,06/04/21 07:39,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.104520209808021
009c7d6bdb55d4e00a44774a3acc2f399574eac9068332d92ce11bf79dafa85a,04/04/21 03:43,20d265ea7f638e76632857ebc7e0d5bfdd0fa4e5,99,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
00a32e5e569bd7f9ae5829553e909ff68c2b132806755c3c6e3769ecaf7fb3c4,05/04/21 13:26,ffec0067f5a79cff07527f63d83dd5462ccf8ba4,337.543207168,0,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0
00a8f559ce4ed9b2a12c705bbaadce4fa71cfae99fe9217d4567cb6c711a84cb,04/04/21 21:45,57e7b7643f1c02a2c09641cbd5dfd2e38c8ffca7,87,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
00aa69980af5d70cfd8e649c5b6c41512d4dee1e8995bbd6d6805f16b1fc98a3,05/04/21 10:51,61fd0d043d519f5a2bd05785000f30db96809429,333,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,3
00aa7ed3165c7f4ceab265335fa636df9d466e7a27f84605b7970e277b4ba900,04/04/21 04:52,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
00b29326ba8a78c469ba3e6ffc0f4a4188b12c9bd13935e0878ed5075e407b2f,04/04/21 21:10,acc7bb7c614c9546751081919eda5876c8512bfd,0,0,7ee8ab2a8d890c000acc87bf6e22e2ad383e23ce,0
00c50ca916521e8ad30fe660790e1349a17029c08c72237574bd66a599f44629,06/04/21 01:52,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
00d03c655a8754f8a47e7d61b80c03c7610ee831fea1ae16c1b9efdbe40cfdf1,06/04/21 05:23,8590f2c6bd07c4d8f81eead374a70d26ac8046ac,96,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
00d19012aa456e5ac24aebb45d1c8b73e531d55c7efee57a34c03b493522912e,05/04/21 15:19,c545c633b4be76f4151e6c59bc847badcd619055,240,0,d9e1ce17f2641f24ae83637ab66a2cca9c378b9f,18
00d2b22c056a259c7e23126fcb484c465e8a5d2299dad3950ca69c9cb1b2c7c0,04/04/21 07:03,351b18b4f84cbcc700f4e30a15854745f400f08b,0,0,52de0c2b75b549b030bc42ba6477dc9f7168f36c,0
00d74c303664e018743ab77bdc255df9f11aa67e09dc69e1a07b7485ee16f0a1,05/04/21 21:07,91dff657af10b06d811f102c7fc21350e40726c1,0,0,758a2bcc58d9ade4483c2640a5072983f42e9233,0
00e3c3037a4a067067c781aba7f46b6516a952ccf7098432b59dcde899dbd3f4,03/04/21 10:09,45de382d9e65dd9c02378866bd9aa6ed6b6fd060,0,0,3e4d248fb892e7ac2ab40a6721730b3cffa353bc,0
00e4facd960bf015424941ab05bc45dd5bac16752fc144308edeb5fd1ae47eb7,03/04/21 20:03,ac221503406190103b8cb7d9393ae66d9c9af6a3,0,0,a57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0
00ebfe7ab1f0657543ead83d3fc3096974af9d6aa0e138b9ec9bf58e940b5ce4,05/04/21 20:12,8bf895151c1460204bd439ac51061d6d4225813a,185,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,1
00eddfcb73be5611284c9d6e816aa710c037c5b910bb20af5263b5676cd41c0a,06/04/21 02:07,6ddcd03e1d81b0f926cc49b971203b40c929ef15,0,0,7ee8ab2a8d890c000acc87bf6e22e2ad383e23ce,0
00f2eb42dcca120aa9b7a47603180ea929d84c88a221e814e2ea577a8bfed9c8,05/04/21 05:25,4f89e886b7281db8ded9b604cece932063dfdcdc,85,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
00fc9d9a124dcbe26d8866495f491c438b90920d3de571f2e9ab0cc2cf12ee87,04/04/21 22:16,b38a9f021a3bf6bebcb7b7c4f4df3064b9143098,1e-09,0,f73d5d4962e08c1d572f56e2f3e2728a77507e16,0
010234faf04dea4ce73c1a99cc008011b227caf533695c5c0575d19ff2d8f9c8,06/04/21 02:22,c74fcc120dc57387c0ee4972b5c39be139375efc,140,0,11111112542d85b3ef69ae05771c2dccff4faa26,5
010813326a69f17aa57e39a2bbf3e6a8e684cb97faa73240d54bffa742757524,04/04/21 21:05,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
010dadb7a57293fd7643a6077df41bcd9c0e7884c64ea48683db4b8d2f11a4e2,04/04/21 23:42,de3ba1f9ec8a270dd94883482fd4df5667267a95,0,0,fa2ea19de0c5ed9d3e1e05325a9983f8ef570459,0
0111f41bac0b8256633c2fc983976034e6b4eb6adee6d133132aff3915a9176e,05/04/21 13:11,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
01151e5f04704daf49b69322b60f1c39bf8e052b8f21e4dde537d375b2f29751,06/04/21 05:22,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
01159660af0c787a000308550848e7c89582e5290e3b7e4df60106fe3543f15d,05/04/21 02:17,da767dda6dd2c4d156a1ea85b56cabaa1cd910dc,97,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,16.5
0115aeb98ab6e5ca293fafc3195bb07f766f0ef3f61137a18c86d4d9c0852eb8,05/04/21 22:42,ca3650b0a1158c7736253c74d67a536d805d2f3e,116,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
011eaabde9fe3f0f20db543b3fb2c207d1e8db46cbd30089bef278f270b0323c,05/04/21 15:34,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
0121bc9ab4c74ee7a8ce9f7adf4611ff2f24921777dd70f25488e2a52dae80db,05/04/21 21:29,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,0,0,86a53c9e32abd3677e38bd0b390f24dd080e6426,0
01247ac4a91f1bb3057ba8ae2a1e8feb608ae6ca3896c10093379944a6fe1916,05/04/21 07:45,b38a9f021a3bf6bebcb7b7c4f4df3064b9143098,0,0,f73d5d4962e08c1d572f56e2f3e2728a77507e16,0
01268f051029d024bf18affac7cb4c5b4e15ff0bfe5bec0bf67c038b1bca2bdf,05/04/21 18:48,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.145499062810599
0126b0d72ad6e4a2587cf2e1f804e44ab5e060aad7cb48c4bd10e059975c7758,05/04/21 10:53,a68d7c28a42da40b66eb50b2c87b3b6860f565f5,97.9,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,3
012bc6657ad227e7d813614ea7a0e804985ff94fedf26538c0852c97c0baf2b2,05/04/21 07:39,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
01326208a4da294a677e7ac0521b1f803f85561133056affcf81c0d828ecd0f5,06/04/21 05:30,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
013648754c3e05dc003480d0a461fa84ada0e1533931b5ba0d25aadf04bca6f8,04/04/21 02:03,6ddcd03e1d81b0f926cc49b971203b40c929ef15,0,0,7ee8ab2a8d890c000acc87bf6e22e2ad383e23ce,0
01383f9d25c256709e0a50561c66cc2e19702a3391b1d6543f19a1464aa2db37,03/04/21 09:14,86254cb5a96c161e503d3255d67fdddec056fefe,683.787514951,0,c6e6dd6a0c61651d1bc055dc1c22418a729d41bb,0
014af3b378b6dfbe4c7ff565ee4f08d106678a04bf808eb754879acf8db815d0,06/04/21 02:32,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
014b0cb06cb14fb188540935b221571d3b39d61530ae05178db607af504442dd,05/04/21 02:09,8be9e6d1615aae142bf4580320b6234be9f2ef5f,182.6,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
014e16dc88567dbf26265c14959c63e7f600980d6e0cde971bd16074469dda86,05/04/21 15:27,5cbffebdf2f12a8984b9eff74a85acab24730fff,257,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,10.2
0153b4c46f3fcacb7514a02205fa08e7e725902e4321a9df307980be636fd666,04/04/21 17:34,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.0299107028842444
0154d072c2766a400ad0205172a4c455d1ea5f5fdd0f994d7ff84013863c24f3,06/04/21 04:49,54b174179ae825ed630da40b625bb3c883cd40ae,102.000001459,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,5
01598c29ca95d79bf9b1782ad9a26b5f1b52eea0d2c67911172dce256e5145b3,04/04/21 11:47,7ac4e5b1adb402a8b34c833c7584664c5aaca325,99.00000001,0,d4ee81412cb12010f14bcfcd220a0690f3b55164,0
015b4fa79ccf245ef934b17737dfedb07d5590a1a68ef8aab82c422c3a549bf0,03/04/21 09:05,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,7e-09,0,1ea67cd6da0fea19d270be6b8bfa44b5ada81fcd,0
01605afb246ee0ee4facb45202dc99f1df9b475b21f8ec710afd047e3be8bf6d,05/04/21 14:22,4191131cd452e9729546b79f9f4e00c12e1d1c22,219,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
016d34bff57b1ad2961063699bc26e04ca5621e189d89b8660806b43118c3fcd,04/04/21 13:53,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
016ff414f1344e2a2dfa9e2562d55738e54574d9380d53c99388dce546016bad,04/04/21 10:49,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
01737d4317ea6af1aecfafd6275c8ebb79c2df7beca1f95710a463bee82d2316,05/04/21 08:06,8cd3bec93d81f900f4faef7f40259d392b616a7e,95,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
0176fa0d389018260e95c803b9a7b25ae9c8c20250e1533eb64d43e998f82cdc,05/04/21 13:08,39e52d3da3aa1ef75c350115374963aa132095a3,143,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,10
01799df0afaa2abef41dcffe6e4bf0b60dfc0d6f03c1c7ec713fb99fdf223039,06/04/21 00:44,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
017fa90eb2272b669831e0ce17a137f6ca1f864440438f902dc95653838a4934,05/04/21 23:08,e16df6503acd3c79b6e032f62c61752bec16eef2,127,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,5
0189ba23ed5270bceb82bd3ea639eb5fbe2e1b68dd50d80191b62c91760bcd75,06/04/21 00:23,91dff657af10b06d811f102c7fc21350e40726c1,0,0,758a2bcc58d9ade4483c2640a5072983f42e9233,0
0192acdd59c5937085d6135dcddf1c7ad5af035a909b2e124a8bdfee8105d72e,05/04/21 07:54,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
019ace27904ebd5accd17d12478470e7632776169ecf59818380d97d82e94081,04/04/21 16:06,97543f982171f9134b77853a9ab993ec344fa986,108,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,300
019bb028cb17160e88e6442a1c503e7b654c621ed58feb78d4049337140c4259,03/04/21 12:46,d90d5a1047284b48def96f65b995859dd7a1daf3,0,0,fa2ea19de0c5ed9d3e1e05325a9983f8ef570459,0
01a30beeedbd611925a0f807085e5ecc5dcfdb4cca4aca1437e6cb895fff9060,04/04/21 22:01,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
01a529d701769ab5d3ab19138679a5ac88f0893e66791f4079c4d929e7b4ab36,03/04/21 10:12,e3531462044f9d6c1a740936e881188df03dd0e1,117,0,11111112542d85b3ef69ae05771c2dccff4faa26,30
01a9c600b40d14efab391768cbc8cfa309340c00e4a26f286a616aace577dfa1,06/04/21 02:42,46eaadc8f2199463db26d1797131900575f0d264,1,0,3c653f8fed7b0f51c1cadf46e7c798b476ca8d3a,0
01a9d968ae69fa1fa878acd589deaea21f6f222fca920efc2414ad8bb1c50144,06/04/21 00:47,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
01ab77e1239c514aee062ea949d833a6b20607a8f81947fa4566284eeb04a974,03/04/21 23:49,ee644b435d5be9d39747dca3a879edc333c30a3b,100,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
01ae825c1e7f8ba3bd2d4f4a78ac70e55375c1c1766800eddb5471da462749eb,04/04/21 07:00,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.0372992363203458
01b34a42599caf3d2a3b134e595194ed67c6cf9f4523a379b858c805b00808dd,05/04/21 23:48,b98c4926edce544dfc7303f857ebef89aa27ee45,141,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,4
01bc12900cfeaadd50cf0d6c61b1a0e1e7852ff22883fbf76f842c9b30e2e915,06/04/21 00:41,93f635372008b7c5d770aaa6ff313454c8dc498c,0,0,a57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0
01bf61b71a5e7576455a52dda995e85f1e24e1d82091f39da334103d02bd2596,05/04/21 22:52,fc9bd4c82470c37958a654a37199bb0422e1920e,0,0,3f95a428224ace0341237eaf8937dd995becf370,0
01c3c2151464a03afe4af3e647cd801a82bd20d06753e28c161fb04ef290e59a,03/04/21 15:59,9eaa7b5bffbf2e9d268384220588dc2bb8f08d00,0,0,fa2ea19de0c5ed9d3e1e05325a9983f8ef570459,0
01d25472c3bb0370f2cfb41841ece4b52903ef5cde70ae7af0ca228e0c01fcfc,03/04/21 12:04,351b18b4f84cbcc700f4e30a15854745f400f08b,0,0,52de0c2b75b549b030bc42ba6477dc9f7168f36c,0
01d8f814b209298486efb239006bb927e970ed0858a7476ab76731c15f8de9a3,04/04/21 15:59,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,1.08353340845061
01dcf7a367c087dd23d7f5e5eedf98f8c0a87fc12267d9d347737ccf14d01062,04/04/21 11:12,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0.086396667118113
01e86a2ed0d31687f91909352e8263f1fca05207c8c7d0d8d9d61f2316ce4153,06/04/21 01:52,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
01ee89a2556dad54b95d4fb19e9a07e2160ade320b068a65e7ab5abd09e10249,04/04/21 14:08,9eaa7b5bffbf2e9d268384220588dc2bb8f08d00,0,0,fa2ea19de0c5ed9d3e1e05325a9983f8ef570459,0
01f364f834bde5b09addc05844514003a3f54fb80d6d604005f4c42c7333f31a,05/04/21 13:19,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,0,0,86a53c9e32abd3677e38bd0b390f24dd080e6426,0
01ffd6db48e0ecb14af451db4c6fa9261120219069a8d087d60c591caee1f04a,05/04/21 19:19,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,0,0,86a53c9e32abd3677e38bd0b390f24dd080e6426,0
01ffdec6839e2c6a8f4626dd0292fa01469a18356861f3f9c146b2ae8660a41d,05/04/21 00:24,37f09d4eb9233fcc218860a5486102e95ba51664,0,0,00000000000080c886232e9b7ebbfb942b5987aa,0
02043fc0ea1d46d6105f2180cbae4202a6879a1b15bbb38cf9fee1c968341306,04/04/21 19:55,fffff73b511802ad4e51807dc516c191f23e9a6f,0,0,2f17e9071b43bc9a70a5b1ec923ecb271ee03160,0
020a68d8fc5ea07728484b17f06e7baf80e01751feb60119d92ba1ea61a27bb4,05/04/21 18:04,7d92ad7e1b6ae22c6a43283af3856028cd3d856a,0,0,86a53c9e32abd3677e38bd0b390f24dd080e6426,0
020d529c48cc54cbf9158436e90a9862b9ff0706083e861f7a113cffaad1c357,04/04/21 19:17,55324ab566f52af2805d16860a303a2c5fe4ff55,87,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,3.44785004624935
0212d0c9eee66a6942233485efb865760653141823c566145cde4b7b3bcc3235,05/04/21 00:05,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
021ab95ed056cc54cf6c0b328f5d216387715902604ec6f3e92ea93d277bc291,04/04/21 06:53,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
021c7982c8c8e325f110265eda01f7f01ebf24a53d1efa25718f0e3b0d23473d,04/04/21 15:41,9542ed20e84a0fc0e955b61018149efdd67cd1e0,101,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,3.9
022231691b71c607b2e40a3f3c20ce8fc77304e23c5cc208d074b5012ae6b34d,05/04/21 14:14,0000000023152fb76626201d30577eea74f26dbe,0,0,22220695b14bdfe903f443a0282ae084f43e2222,0
02241cd13f8963ccedefac8865dbfa4c933faaa8e4f5e0fc54ce64f8e54b6e57,06/04/21 05:12,fc9bd4c82470c37958a654a37199bb0422e1920e,0,0,3f95a428224ace0341237eaf8937dd995becf370,17.073202307576
0227c184e9c3902b4f0adf0acc6616666933a09ae259ce0af0ae8c27db652a63,04/04/21 20:17,351b18b4f84cbcc700f4e30a15854745f400f08b,0,0,52de0c2b75b549b030bc42ba6477dc9f7168f36c,0
0228bd67508958e2e6f27c471016a5c789059b8763c6ffadf831426a4335a4a6,05/04/21 17:15,b38a9f021a3bf6bebcb7b7c4f4df3064b9143098,0,0,f73d5d4962e08c1d572f56e2f3e2728a77507e16,0
0229993e7abec4e13f90ee3908804fda9959d6ebe3564251a904d55889a4b63a,04/04/21 21:24,7993790e4f3a4b259d834b959a3631861102d31b,0,0,47875c2365f3f41146f185d063cdd9649ea76cfb,0
0230b5c751fafd148682ac97fa105ee204f076aba925c66db2b0235c16f361f7,03/04/21 14:01,af3d4423bbebf4198a66f27009cc1a286282ead5,200,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,0
0234e19c9ca9a4479afc9c95bc105c457733d14468b3a6a04959fb6a988e98a5,06/04/21 04:34,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
0235b0b2acbf93ca0b8dfee0f6684451b5ab2fe3f7fde69d12fc89503deaf4bc,04/04/21 00:35,46eaadc8f2199463db26d1797131900575f0d264,1,0,3c653f8fed7b0f51c1cadf46e7c798b476ca8d3a,0
023abee0ac8e3dd0eb1ec2ccead98c59f563c2159fae4c56081f69ae7953131a,03/04/21 10:16,4b914ee66151033cad33252001c25c5d2291dfe5,113,0,7a250d5630b4cf539739df2c5dacb4c659f2488d,3
02418c220c5adf144c532dacfafee79cb35cffff45350a8d5c9709366bf3ab6b,05/04/21 21:00,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
024210243033f5335fa5c56d2799eba5a06fa492a9f5cdd7d2048a86d58daecc,05/04/21 13:10,fc9bd4c82470c37958a654a37199bb0422e1920e,0,0,3f95a428224ace0341237eaf8937dd995becf370,12.4483492044858
024cdcb49ff424183dfafb41b84886b90fcb437f00a1136b8793083917cb9573,04/04/21 15:50,f7c46aea63f55a2a413171267ba4e993eff0b70a,0,0,000000005804b22091aa9830e50459a15e7c9241,0
02519bd173b1b7401c8ff4ce2db1c2057c589649e1f9e294ca348b52230764b1,05/04/21 14:55,a1e9adb32f9b6227d164ebc7903b469a740255ed,0,0,57d7fcb9380c354ea40a8e17e352fae3f6e27e91,0
